id,cat_id,state_id,store_id,dept_id
FOODS_3_024_CA_3_validation,0,0,2,2
FOODS_3_793_CA_3_validation,0,0,2,2
FOODS_2_372_CA_3_validation,0,0,2,1
FOODS_2_018_CA_4_validation,0,0,3,1
FOODS_3_108_CA_3_validation,0,0,2,2
FOODS_2_278_CA_3_validation,0,0,2,1
FOODS_3_821_CA_3_validation,0,0,2,2
FOODS_3_581_CA_2_validation,0,0,1,2
FOODS_2_004_CA_3_validation,0,0,2,1
FOODS_3_307_CA_4_validation,0,0,3,2
FOODS_2_123_CA_3_validation,0,0,2,1
FOODS_3_155_CA_2_validation,0,0,1,2
FOODS_3_379_CA_4_validation,0,0,3,2
FOODS_3_749_CA_1_validation,0,0,0,2
FOODS_2_194_CA_4_validation,0,0,3,1
FOODS_3_375_CA_3_validation,0,0,2,2
FOODS_2_349_CA_4_validation,0,0,3,1
FOODS_3_555_CA_4_validation,0,0,3,2
FOODS_2_016_CA_1_validation,0,0,0,1
FOODS_2_129_CA_3_validation,0,0,2,1
FOODS_3_793_CA_2_validation,0,0,1,2
FOODS_3_763_CA_2_validation,0,0,1,2
FOODS_3_690_CA_2_validation,0,0,1,2
FOODS_3_177_CA_1_validation,0,0,0,2
FOODS_3_194_TX_2_validation,0,1,5,2
FOODS_3_132_TX_3_validation,0,1,6,2
FOODS_3_659_TX_3_validation,0,1,6,2
FOODS_3_231_TX_3_validation,0,1,6,2
FOODS_3_776_TX_1_validation,0,1,4,2
FOODS_3_314_TX_2_validation,0,1,5,2
FOODS_3_463_TX_2_validation,0,1,5,2
FOODS_1_118_TX_2_validation,0,1,5,0
FOODS_3_262_TX_3_validation,0,1,6,2
FOODS_3_276_TX_1_validation,0,1,4,2
FOODS_3_411_TX_1_validation,0,1,4,2
FOODS_1_057_TX_1_validation,0,1,4,0
FOODS_2_377_TX_1_validation,0,1,4,1
FOODS_2_144_TX_2_validation,0,1,5,1
FOODS_2_242_TX_2_validation,0,1,5,1
FOODS_3_588_TX_3_validation,0,1,6,2
FOODS_3_049_TX_2_validation,0,1,5,2
FOODS_3_522_TX_1_validation,0,1,4,2
FOODS_3_662_TX_3_validation,0,1,6,2
FOODS_1_062_TX_3_validation,0,1,6,0
FOODS_3_157_TX_2_validation,0,1,5,2
FOODS_3_127_TX_1_validation,0,1,4,2
FOODS_3_697_TX_2_validation,0,1,5,2
FOODS_3_693_TX_3_validation,0,1,6,2
FOODS_3_085_TX_3_validation,0,1,6,2
FOODS_2_305_TX_1_validation,0,1,4,1
FOODS_3_240_TX_2_validation,0,1,5,2
FOODS_3_015_TX_3_validation,0,1,6,2
FOODS_3_269_TX_3_validation,0,1,6,2
FOODS_3_622_TX_3_validation,0,1,6,2
FOODS_3_625_TX_3_validation,0,1,6,2
FOODS_3_354_TX_2_validation,0,1,5,2
FOODS_2_191_TX_2_validation,0,1,5,1
FOODS_3_700_TX_3_validation,0,1,6,2
FOODS_2_312_TX_3_validation,0,1,6,1
FOODS_2_154_TX_2_validation,0,1,5,1
FOODS_1_061_TX_1_validation,0,1,4,0
FOODS_3_019_TX_3_validation,0,1,6,2
FOODS_1_143_TX_2_validation,0,1,5,0
FOODS_2_180_TX_3_validation,0,1,6,1
FOODS_1_193_TX_3_validation,0,1,6,0
FOODS_1_131_TX_3_validation,0,1,6,0
FOODS_3_490_TX_1_validation,0,1,4,2
FOODS_1_002_TX_2_validation,0,1,5,0
FOODS_3_605_TX_2_validation,0,1,5,2
FOODS_3_625_TX_2_validation,0,1,5,2
FOODS_3_228_TX_3_validation,0,1,6,2
FOODS_2_300_TX_2_validation,0,1,5,1
FOODS_3_353_TX_2_validation,0,1,5,2
FOODS_3_038_TX_2_validation,0,1,5,2
FOODS_1_167_TX_3_validation,0,1,6,0
FOODS_1_010_TX_1_validation,0,1,4,0
FOODS_2_097_TX_1_validation,0,1,4,1
FOODS_1_128_TX_2_validation,0,1,5,0
FOODS_2_268_TX_1_validation,0,1,4,1
FOODS_1_214_TX_2_validation,0,1,5,0
FOODS_3_709_TX_3_validation,0,1,6,2
FOODS_3_816_TX_2_validation,0,1,5,2
FOODS_3_027_TX_2_validation,0,1,5,2
FOODS_3_468_TX_2_validation,0,1,5,2
FOODS_3_404_TX_1_validation,0,1,4,2
FOODS_3_758_TX_2_validation,0,1,5,2
FOODS_2_334_TX_1_validation,0,1,4,1
FOODS_2_376_TX_3_validation,0,1,6,1
FOODS_3_095_TX_3_validation,0,1,6,2
FOODS_3_250_TX_2_validation,0,1,5,2
FOODS_3_630_TX_3_validation,0,1,6,2
FOODS_3_180_TX_2_validation,0,1,5,2
FOODS_2_076_TX_1_validation,0,1,4,1
FOODS_1_041_TX_2_validation,0,1,5,0
FOODS_1_161_TX_2_validation,0,1,5,0
FOODS_3_166_WI_1_validation,0,2,7,2
FOODS_3_762_WI_3_validation,0,2,9,2
FOODS_3_602_WI_3_validation,0,2,9,2
FOODS_3_030_WI_1_validation,0,2,7,2
FOODS_1_061_WI_3_validation,0,2,9,0
FOODS_3_096_WI_2_validation,0,2,8,2
FOODS_3_318_WI_1_validation,0,2,7,2
FOODS_2_150_WI_3_validation,0,2,9,1
FOODS_3_674_WI_1_validation,0,2,7,2
FOODS_3_806_WI_2_validation,0,2,8,2
FOODS_3_168_WI_1_validation,0,2,7,2
FOODS_2_227_WI_2_validation,0,2,8,1
FOODS_3_673_WI_2_validation,0,2,8,2
FOODS_3_660_WI_2_validation,0,2,8,2
FOODS_2_348_WI_2_validation,0,2,8,1
FOODS_2_225_WI_3_validation,0,2,9,1
FOODS_2_042_WI_1_validation,0,2,7,1
FOODS_2_333_WI_2_validation,0,2,8,1
FOODS_2_194_WI_2_validation,0,2,8,1
FOODS_3_451_WI_2_validation,0,2,8,2
FOODS_2_068_WI_2_validation,0,2,8,1
FOODS_3_225_WI_2_validation,0,2,8,2
FOODS_3_585_WI_1_validation,0,2,7,2
FOODS_3_807_WI_3_validation,0,2,9,2
FOODS_3_114_WI_1_validation,0,2,7,2
FOODS_1_026_WI_2_validation,0,2,8,0
FOODS_1_117_WI_3_validation,0,2,9,0
FOODS_3_458_WI_2_validation,0,2,8,2
FOODS_3_577_WI_3_validation,0,2,9,2
FOODS_2_139_WI_1_validation,0,2,7,1
FOODS_3_163_WI_3_validation,0,2,9,2
FOODS_2_101_WI_2_validation,0,2,8,1
FOODS_3_827_WI_2_validation,0,2,8,2
FOODS_1_083_WI_1_validation,0,2,7,0
FOODS_3_033_WI_2_validation,0,2,8,2
FOODS_1_174_WI_1_validation,0,2,7,0
FOODS_3_045_WI_3_validation,0,2,9,2
FOODS_3_196_WI_2_validation,0,2,8,2
FOODS_3_761_WI_2_validation,0,2,8,2
FOODS_2_161_WI_2_validation,0,2,8,1
FOODS_2_092_WI_1_validation,0,2,7,1
FOODS_3_278_WI_1_validation,0,2,7,2
FOODS_3_820_WI_3_validation,0,2,9,2
FOODS_2_256_WI_1_validation,0,2,7,1
FOODS_3_607_WI_2_validation,0,2,8,2
FOODS_2_286_WI_1_validation,0,2,7,1
FOODS_2_010_WI_3_validation,0,2,9,1
FOODS_3_274_WI_2_validation,0,2,8,2
FOODS_3_484_WI_3_validation,0,2,9,2
FOODS_2_372_WI_2_validation,0,2,8,1
FOODS_3_691_WI_1_validation,0,2,7,2
FOODS_2_214_WI_1_validation,0,2,7,1
FOODS_3_720_WI_2_validation,0,2,8,2
FOODS_2_155_WI_3_validation,0,2,9,1
FOODS_3_240_WI_3_validation,0,2,9,2
FOODS_3_178_WI_1_validation,0,2,7,2
FOODS_2_369_WI_1_validation,0,2,7,1
FOODS_3_241_WI_1_validation,0,2,7,2
FOODS_3_617_WI_3_validation,0,2,9,2
FOODS_3_790_WI_1_validation,0,2,7,2
FOODS_1_020_WI_2_validation,0,2,8,0
FOODS_3_105_WI_2_validation,0,2,8,2
FOODS_3_277_WI_1_validation,0,2,7,2
FOODS_3_719_WI_2_validation,0,2,8,2
FOODS_3_621_WI_2_validation,0,2,8,2
FOODS_2_197_WI_1_validation,0,2,7,1
FOODS_3_491_WI_2_validation,0,2,8,2
FOODS_3_192_WI_2_validation,0,2,8,2
FOODS_3_379_WI_2_validation,0,2,8,2
FOODS_1_186_WI_3_validation,0,2,9,0
FOODS_3_457_WI_2_validation,0,2,8,2
HOBBIES_1_257_CA_4_validation,1,0,3,3
HOBBIES_1_324_CA_2_validation,1,0,1,3
HOBBIES_1_065_CA_1_validation,1,0,0,3
HOBBIES_1_014_CA_1_validation,1,0,0,3
HOBBIES_1_299_CA_2_validation,1,0,1,3
HOBBIES_1_108_CA_2_validation,1,0,1,3
HOBBIES_1_395_CA_3_validation,1,0,2,3
HOBBIES_2_031_CA_3_validation,1,0,2,4
HOBBIES_1_134_CA_4_validation,1,0,3,3
HOBBIES_1_338_CA_4_validation,1,0,3,3
HOBBIES_1_095_CA_3_validation,1,0,2,3
HOBBIES_2_046_CA_2_validation,1,0,1,4
HOBBIES_2_050_CA_1_validation,1,0,0,4
HOBBIES_1_084_CA_2_validation,1,0,1,3
HOBBIES_1_013_CA_1_validation,1,0,0,3
HOBBIES_1_378_CA_4_validation,1,0,3,3
HOBBIES_2_120_CA_2_validation,1,0,1,4
HOBBIES_1_366_CA_1_validation,1,0,0,3
HOBBIES_1_367_CA_3_validation,1,0,2,3
HOBBIES_1_046_CA_1_validation,1,0,0,3
HOBBIES_2_092_CA_3_validation,1,0,2,4
HOBBIES_1_377_CA_1_validation,1,0,0,3
HOBBIES_1_064_CA_3_validation,1,0,2,3
HOBBIES_2_067_CA_3_validation,1,0,2,4
HOBBIES_1_033_CA_4_validation,1,0,3,3
HOBBIES_1_363_CA_1_validation,1,0,0,3
HOBBIES_2_134_CA_3_validation,1,0,2,4
HOBBIES_1_341_CA_4_validation,1,0,3,3
HOBBIES_1_274_CA_4_validation,1,0,3,3
HOBBIES_2_010_CA_2_validation,1,0,1,4
HOBBIES_1_378_CA_1_validation,1,0,0,3
HOBBIES_1_158_CA_2_validation,1,0,1,3
HOBBIES_1_313_CA_2_validation,1,0,1,3
HOBBIES_2_145_CA_3_validation,1,0,2,4
HOBBIES_1_351_CA_4_validation,1,0,3,3
HOBBIES_1_136_CA_1_validation,1,0,0,3
HOBBIES_1_259_CA_4_validation,1,0,3,3
HOBBIES_1_328_TX_2_validation,1,1,5,3
HOBBIES_2_001_TX_2_validation,1,1,5,4
HOBBIES_1_002_TX_3_validation,1,1,6,3
HOBBIES_2_020_TX_2_validation,1,1,5,4
HOBBIES_1_121_TX_1_validation,1,1,4,3
HOBBIES_2_049_TX_3_validation,1,1,6,4
HOBBIES_1_292_TX_3_validation,1,1,6,3
HOBBIES_1_354_TX_1_validation,1,1,4,3
HOBBIES_2_020_TX_3_validation,1,1,6,4
HOBBIES_1_276_TX_2_validation,1,1,5,3
HOBBIES_1_183_TX_2_validation,1,1,5,3
HOBBIES_1_058_TX_2_validation,1,1,5,3
HOBBIES_2_119_TX_1_validation,1,1,4,4
HOBBIES_1_210_TX_3_validation,1,1,6,3
HOBBIES_1_077_TX_2_validation,1,1,5,3
HOBBIES_2_136_TX_3_validation,1,1,6,4
HOBBIES_1_216_TX_2_validation,1,1,5,3
HOBBIES_2_019_TX_3_validation,1,1,6,4
HOBBIES_2_112_TX_1_validation,1,1,4,4
HOBBIES_1_276_TX_1_validation,1,1,4,3
HOBBIES_2_100_TX_3_validation,1,1,6,4
HOBBIES_1_372_TX_3_validation,1,1,6,3
HOBBIES_1_090_TX_1_validation,1,1,4,3
HOBBIES_1_140_TX_3_validation,1,1,6,3
HOBBIES_1_374_TX_3_validation,1,1,6,3
HOBBIES_1_345_TX_1_validation,1,1,4,3
HOBBIES_1_333_TX_1_validation,1,1,4,3
HOBBIES_1_422_TX_3_validation,1,1,6,3
HOBBIES_1_316_WI_3_validation,1,2,9,3
HOBBIES_2_123_WI_1_validation,1,2,7,4
HOBBIES_2_094_WI_1_validation,1,2,7,4
HOBBIES_1_311_WI_1_validation,1,2,7,3
HOBBIES_2_035_WI_1_validation,1,2,7,4
HOBBIES_1_304_WI_1_validation,1,2,7,3
HOBBIES_1_365_WI_1_validation,1,2,7,3
HOBBIES_1_348_WI_3_validation,1,2,9,3
HOBBIES_2_070_WI_2_validation,1,2,8,4
HOBBIES_2_057_WI_2_validation,1,2,8,4
HOBBIES_1_238_WI_3_validation,1,2,9,3
HOBBIES_1_030_WI_3_validation,1,2,9,3
HOBBIES_1_106_WI_3_validation,1,2,9,3
HOBBIES_1_206_WI_2_validation,1,2,8,3
HOBBIES_1_187_WI_2_validation,1,2,8,3
HOBBIES_1_097_WI_1_validation,1,2,7,3
HOBBIES_1_227_WI_3_validation,1,2,9,3
HOBBIES_1_295_WI_1_validation,1,2,7,3
HOBBIES_2_014_WI_2_validation,1,2,8,4
HOBBIES_1_148_WI_2_validation,1,2,8,3
HOBBIES_2_083_WI_1_validation,1,2,7,4
HOBBIES_2_138_WI_2_validation,1,2,8,4
HOBBIES_1_326_WI_3_validation,1,2,9,3
HOBBIES_2_131_WI_1_validation,1,2,7,4
HOBBIES_1_204_WI_3_validation,1,2,9,3
HOBBIES_1_076_WI_2_validation,1,2,8,3
HOBBIES_1_185_WI_2_validation,1,2,8,3
HOBBIES_1_083_WI_2_validation,1,2,8,3
HOUSEHOLD_1_479_CA_1_validation,2,0,0,5
HOUSEHOLD_1_214_CA_3_validation,2,0,2,5
HOUSEHOLD_1_100_CA_1_validation,2,0,0,5
HOUSEHOLD_2_066_CA_4_validation,2,0,3,6
HOUSEHOLD_2_032_CA_4_validation,2,0,3,6
HOUSEHOLD_2_446_CA_3_validation,2,0,2,6
HOUSEHOLD_1_518_CA_2_validation,2,0,1,5
HOUSEHOLD_2_218_CA_4_validation,2,0,3,6
HOUSEHOLD_2_189_CA_3_validation,2,0,2,6
HOUSEHOLD_2_513_CA_4_validation,2,0,3,6
HOUSEHOLD_1_524_CA_4_validation,2,0,3,5
HOUSEHOLD_1_085_CA_2_validation,2,0,1,5
HOUSEHOLD_1_421_CA_4_validation,2,0,3,5
HOUSEHOLD_1_316_CA_3_validation,2,0,2,5
HOUSEHOLD_2_069_CA_3_validation,2,0,2,6
HOUSEHOLD_2_432_CA_2_validation,2,0,1,6
HOUSEHOLD_2_490_CA_1_validation,2,0,0,6
HOUSEHOLD_2_479_CA_1_validation,2,0,0,6
HOUSEHOLD_1_492_CA_3_validation,2,0,2,5
HOUSEHOLD_1_047_CA_2_validation,2,0,1,5
HOUSEHOLD_2_240_CA_2_validation,2,0,1,6
HOUSEHOLD_1_322_CA_2_validation,2,0,1,5
HOUSEHOLD_1_067_CA_4_validation,2,0,3,5
HOUSEHOLD_2_256_CA_2_validation,2,0,1,6
HOUSEHOLD_1_490_CA_1_validation,2,0,0,5
HOUSEHOLD_1_444_CA_3_validation,2,0,2,5
HOUSEHOLD_2_377_CA_2_validation,2,0,1,6
HOUSEHOLD_2_206_CA_1_validation,2,0,0,6
HOUSEHOLD_2_202_CA_1_validation,2,0,0,6
HOUSEHOLD_2_050_CA_1_validation,2,0,0,6
HOUSEHOLD_1_079_CA_3_validation,2,0,2,5
HOUSEHOLD_1_056_CA_3_validation,2,0,2,5
HOUSEHOLD_2_066_CA_1_validation,2,0,0,6
HOUSEHOLD_2_009_CA_4_validation,2,0,3,6
HOUSEHOLD_2_264_CA_4_validation,2,0,3,6
HOUSEHOLD_1_442_CA_2_validation,2,0,1,5
HOUSEHOLD_2_144_CA_4_validation,2,0,3,6
HOUSEHOLD_2_171_CA_3_validation,2,0,2,6
HOUSEHOLD_1_295_CA_1_validation,2,0,0,5
HOUSEHOLD_1_409_CA_4_validation,2,0,3,5
HOUSEHOLD_1_505_CA_2_validation,2,0,1,5
HOUSEHOLD_1_061_CA_4_validation,2,0,3,5
HOUSEHOLD_2_349_CA_2_validation,2,0,1,6
HOUSEHOLD_2_176_CA_3_validation,2,0,2,6
HOUSEHOLD_2_077_CA_2_validation,2,0,1,6
HOUSEHOLD_2_203_CA_1_validation,2,0,0,6
HOUSEHOLD_1_154_CA_4_validation,2,0,3,5
HOUSEHOLD_1_517_CA_1_validation,2,0,0,5
HOUSEHOLD_1_428_CA_3_validation,2,0,2,5
HOUSEHOLD_1_427_CA_1_validation,2,0,0,5
HOUSEHOLD_2_072_CA_2_validation,2,0,1,6
HOUSEHOLD_1_345_CA_4_validation,2,0,3,5
HOUSEHOLD_1_108_CA_4_validation,2,0,3,5
HOUSEHOLD_1_431_CA_4_validation,2,0,3,5
HOUSEHOLD_1_257_CA_4_validation,2,0,3,5
HOUSEHOLD_2_220_CA_3_validation,2,0,2,6
HOUSEHOLD_1_519_CA_4_validation,2,0,3,5
HOUSEHOLD_1_309_CA_1_validation,2,0,0,5
HOUSEHOLD_2_108_CA_1_validation,2,0,0,6
HOUSEHOLD_2_288_CA_3_validation,2,0,2,6
HOUSEHOLD_2_428_CA_4_validation,2,0,3,6
HOUSEHOLD_2_384_CA_3_validation,2,0,2,6
HOUSEHOLD_1_400_CA_4_validation,2,0,3,5
HOUSEHOLD_1_058_CA_1_validation,2,0,0,5
HOUSEHOLD_1_227_CA_4_validation,2,0,3,5
HOUSEHOLD_1_026_CA_3_validation,2,0,2,5
HOUSEHOLD_1_530_CA_1_validation,2,0,0,5
HOUSEHOLD_1_434_CA_2_validation,2,0,1,5
HOUSEHOLD_2_268_CA_2_validation,2,0,1,6
HOUSEHOLD_2_104_TX_1_validation,2,1,4,6
HOUSEHOLD_1_315_TX_3_validation,2,1,6,5
HOUSEHOLD_2_350_TX_3_validation,2,1,6,6
HOUSEHOLD_2_190_TX_1_validation,2,1,4,6
HOUSEHOLD_1_276_TX_1_validation,2,1,4,5
HOUSEHOLD_1_471_TX_3_validation,2,1,6,5
HOUSEHOLD_2_398_TX_1_validation,2,1,4,6
HOUSEHOLD_2_002_TX_3_validation,2,1,6,6
HOUSEHOLD_2_374_TX_2_validation,2,1,5,6
HOUSEHOLD_2_354_TX_1_validation,2,1,4,6
HOUSEHOLD_2_303_TX_1_validation,2,1,4,6
HOUSEHOLD_1_238_TX_1_validation,2,1,4,5
HOUSEHOLD_1_363_TX_3_validation,2,1,6,5
HOUSEHOLD_1_233_TX_1_validation,2,1,4,5
HOUSEHOLD_2_061_TX_2_validation,2,1,5,6
HOUSEHOLD_1_286_TX_1_validation,2,1,4,5
HOUSEHOLD_2_072_TX_3_validation,2,1,6,6
HOUSEHOLD_1_006_TX_3_validation,2,1,6,5
HOUSEHOLD_1_037_TX_3_validation,2,1,6,5
HOUSEHOLD_2_313_TX_2_validation,2,1,5,6
HOUSEHOLD_2_075_TX_1_validation,2,1,4,6
HOUSEHOLD_2_124_TX_2_validation,2,1,5,6
HOUSEHOLD_1_085_TX_3_validation,2,1,6,5
HOUSEHOLD_2_364_TX_3_validation,2,1,6,6
HOUSEHOLD_1_480_TX_1_validation,2,1,4,5
HOUSEHOLD_2_084_TX_2_validation,2,1,5,6
HOUSEHOLD_2_072_TX_1_validation,2,1,4,6
HOUSEHOLD_2_501_TX_1_validation,2,1,4,6
HOUSEHOLD_2_022_TX_3_validation,2,1,6,6
HOUSEHOLD_2_362_TX_1_validation,2,1,4,6
HOUSEHOLD_1_069_TX_1_validation,2,1,4,5
HOUSEHOLD_1_022_TX_1_validation,2,1,4,5
HOUSEHOLD_1_056_TX_1_validation,2,1,4,5
HOUSEHOLD_1_095_TX_2_validation,2,1,5,5
HOUSEHOLD_2_158_TX_1_validation,2,1,4,6
HOUSEHOLD_2_310_TX_1_validation,2,1,4,6
HOUSEHOLD_2_144_TX_1_validation,2,1,4,6
HOUSEHOLD_2_044_TX_1_validation,2,1,4,6
HOUSEHOLD_2_152_TX_1_validation,2,1,4,6
HOUSEHOLD_1_479_TX_1_validation,2,1,4,5
HOUSEHOLD_1_444_TX_2_validation,2,1,5,5
HOUSEHOLD_1_209_TX_1_validation,2,1,4,5
HOUSEHOLD_1_473_TX_3_validation,2,1,6,5
HOUSEHOLD_1_108_TX_1_validation,2,1,4,5
HOUSEHOLD_1_539_TX_1_validation,2,1,4,5
HOUSEHOLD_1_384_TX_3_validation,2,1,6,5
HOUSEHOLD_1_127_TX_2_validation,2,1,5,5
HOUSEHOLD_1_440_TX_1_validation,2,1,4,5
HOUSEHOLD_2_368_TX_3_validation,2,1,6,6
HOUSEHOLD_2_105_TX_3_validation,2,1,6,6
HOUSEHOLD_2_383_TX_3_validation,2,1,6,6
HOUSEHOLD_2_174_TX_1_validation,2,1,4,6
HOUSEHOLD_2_146_WI_2_validation,2,2,8,6
HOUSEHOLD_1_496_WI_2_validation,2,2,8,5
HOUSEHOLD_1_315_WI_2_validation,2,2,8,5
HOUSEHOLD_2_363_WI_3_validation,2,2,9,6
HOUSEHOLD_1_025_WI_1_validation,2,2,7,5
HOUSEHOLD_1_112_WI_3_validation,2,2,9,5
HOUSEHOLD_2_346_WI_3_validation,2,2,9,6
HOUSEHOLD_1_102_WI_2_validation,2,2,8,5
HOUSEHOLD_1_538_WI_1_validation,2,2,7,5
HOUSEHOLD_2_426_WI_3_validation,2,2,9,6
HOUSEHOLD_2_315_WI_3_validation,2,2,9,6
HOUSEHOLD_1_089_WI_3_validation,2,2,9,5
HOUSEHOLD_1_241_WI_1_validation,2,2,7,5
HOUSEHOLD_1_173_WI_2_validation,2,2,8,5
HOUSEHOLD_1_523_WI_3_validation,2,2,9,5
HOUSEHOLD_1_157_WI_2_validation,2,2,8,5
HOUSEHOLD_2_151_WI_1_validation,2,2,7,6
HOUSEHOLD_2_330_WI_1_validation,2,2,7,6
HOUSEHOLD_1_326_WI_3_validation,2,2,9,5
HOUSEHOLD_2_094_WI_3_validation,2,2,9,6
HOUSEHOLD_1_466_WI_2_validation,2,2,8,5
HOUSEHOLD_1_091_WI_3_validation,2,2,9,5
HOUSEHOLD_1_008_WI_3_validation,2,2,9,5
HOUSEHOLD_2_344_WI_3_validation,2,2,9,6
HOUSEHOLD_1_313_WI_1_validation,2,2,7,5
HOUSEHOLD_2_469_WI_2_validation,2,2,8,6
HOUSEHOLD_2_028_WI_2_validation,2,2,8,6
HOUSEHOLD_2_485_WI_1_validation,2,2,7,6
HOUSEHOLD_2_175_WI_2_validation,2,2,8,6
HOUSEHOLD_2_451_WI_3_validation,2,2,9,6
HOUSEHOLD_1_420_WI_1_validation,2,2,7,5
HOUSEHOLD_1_206_WI_3_validation,2,2,9,5
HOUSEHOLD_1_480_WI_3_validation,2,2,9,5
HOUSEHOLD_1_184_WI_3_validation,2,2,9,5
HOUSEHOLD_2_086_WI_3_validation,2,2,9,6
HOUSEHOLD_2_158_WI_2_validation,2,2,8,6
HOUSEHOLD_1_032_WI_2_validation,2,2,8,5
HOUSEHOLD_1_445_WI_3_validation,2,2,9,5
HOUSEHOLD_2_389_WI_2_validation,2,2,8,6
HOUSEHOLD_2_329_WI_3_validation,2,2,9,6
HOUSEHOLD_2_351_WI_1_validation,2,2,7,6
HOUSEHOLD_1_019_WI_3_validation,2,2,9,5
HOUSEHOLD_2_144_WI_1_validation,2,2,7,6
HOUSEHOLD_1_485_WI_2_validation,2,2,8,5
HOUSEHOLD_2_189_WI_3_validation,2,2,9,6
HOUSEHOLD_1_168_WI_3_validation,2,2,9,5
HOUSEHOLD_2_196_WI_2_validation,2,2,8,6
HOUSEHOLD_2_071_WI_2_validation,2,2,8,6
HOUSEHOLD_1_261_WI_1_validation,2,2,7,5
HOUSEHOLD_1_016_WI_3_validation,2,2,9,5
HOUSEHOLD_1_471_WI_2_validation,2,2,8,5
HOUSEHOLD_1_217_WI_3_validation,2,2,9,5
